AVG_BALANCE,TENURE,NUM_TRANS,ACCESSORIES,APPLIANCES,CULTURE,GAS,BOOKS,APPAREL,FITNESS,EDUCATION,ENTERTAINMENT,FOOD,HEALTH,HOME_GARDEN,TELCOS,TRAVEL,PURCHASES_AMOUNT,Loyalty
3230.900842,10,0.9958049999999999,6487.449857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6487.449857,0
6669.608781,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10545.20316,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2125.007317,12,12.009147,669.606319,0.0,0.0,1837.6260719999998,0.0,5399.695401,0.0,0.0,373.421775,1530.463254,0.0,0.0,0.0,1389.0188779999999,11199.8317,1
1703.9449339999999,12,35.703857,153.674226,0.0,0.0,0.0,0.0,673.646347,0.0,0.0,0.0,189.444547,0.0,38.908685,0.0,0.0,1055.6738050000001,0
6028.806751,12,40.230849,303.601161,99.334547,0.0,0.0,47.823172,1357.444458,0.0,0.0,0.0,123.48211200000001,0.0,0.0,0.0,0.0,1931.6854489999998,1
593.582524,12,60.62485699999999,339.270727,0.0,0.0,0.0,0.0,208.63281,0.0,0.0,0.0,500.37367,2882.193584,88.711752,546.7817610000001,1306.0428689999999,5872.007173,1
4559.458907,12,47.625299,164.372753,307.570825,0.0,1166.074241,67.79310600000001,43.302012,0.0,0.0,0.0,300.29231699999997,202.03786499999998,0.0,0.0,97.169099,2348.6122179999998,1
11522.94115,12,53.361765000000005,0.0,0.0,0.0,0.0,0.0,504.482633,0.0,0.0,0.0,0.0,0.0,3128.747514,0.0,0.0,3633.2301469999998,1
3698.0309310000002,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3153.936136,12,8.78092,273.858768,790.005066,0.0,0.0,0.0,3351.776894,0.0,0.0,0.0,633.137155,0.0,344.144448,0.0,0.0,5392.922331000001,1
2644.127041,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8814.010561,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14767.11016,12,7.90955,3592.9948409999997,0.0,0.0,0.0,0.0,268.628696,0.0,0.0,0.0,215.08762799999997,0.0,0.0,0.0,0.0,4076.7111640000003,1
163.883966,12,2.74622,0.0,0.0,0.0,255.59078300000002,0.0,263.232729,0.0,0.0,712.397338,0.0,0.0,0.0,0.0,0.0,1231.22085,0
446.8142,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9125.506745,12,128.19255,616.741122,0.0,0.0,0.0,0.0,495.328953,0.0,0.0,0.0,837.926823,655.749638,0.0,688.281081,163.96201000000002,3457.9896270000004,1
10011.47907,12,57.38131,304.952514,621.594594,0.0,0.0,90.41085,919.1925539999999,0.0,0.0,0.0,969.214866,188.23658799999998,192.402966,494.090971,1003.6658160000001,4783.761719,1
4038.529514,12,26.714629,0.0,0.0,0.0,305.88331,0.0,214.194272,0.0,0.0,0.0,1416.533578,0.0,0.0,0.0,0.0,1936.611159,1
1678.129418,12,18.23927,0.0,445.94055599999996,0.0,0.0,94.791682,252.84717200000003,0.0,0.0,0.0,0.0,0.0,33.265617999999996,0.0,0.0,826.845027,0
1385.101709,12,1.951009,0.0,0.0,0.0,0.0,216.454467,0.0,0.0,0.0,438.85269000000005,0.0,0.0,0.0,0.0,0.0,655.3071570000001,0
1646.317891,12,24.358217,0.0,925.30066,0.0,1010.523731,0.0,321.597073,0.0,0.0,0.0,132.20920800000002,0.0,0.0,36.287673999999996,0.0,2425.918347,1
4487.75532,12,54.447582999999995,0.0,0.0,383.641724,77.533322,0.0,1006.3145470000001,0.0,0.0,146.379132,0.0,0.0,373.573583,0.0,0.0,1987.442308,1
11944.097890000001,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4109.202513,12,48.074769,35.597998,64.92219,0.0,96.790122,0.0,0.0,0.0,0.0,0.0,974.5402529999999,409.563028,0.0,291.643803,99.397717,1972.455112,1
4598.385775,12,5.6759010000000005,502.875916,0.0,0.0,1600.017081,0.0,1118.551136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868.893439,6090.337571999999,1
2277.36056,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1125.970323,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96.36185,12,25.572638,865.4670289999999,0.0,0.0,234.25806699999998,322.675002,412.530544,0.0,0.0,389.712648,0.0,0.0,70.64001400000001,0.0,1426.534997,3721.818301,1
4806.4628,12,6.5630809999999995,320.946088,0.0,0.0,174.3917,0.0,916.7065220000001,0.0,0.0,0.0,898.5100970000001,0.0,480.47378399999997,0.0,0.0,2791.028189,1
4805.082447,12,4.710959,0.0,0.0,0.0,0.0,0.0,1415.9576029999998,0.0,0.0,0.0,0.0,0.0,0.0,2489.217925,0.0,3905.175528,1
1970.901261,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2108.311988,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3473.126183,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
268.54684,12,14.388848999999999,0.0,0.0,0.0,18.676346,0.0,64.241636,0.0,0.0,0.0,600.024246,0.0,0.0,0.0,39.122223,722.06445,0
984.8174359999999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4672.4664920000005,11,27.838039000000002,765.088974,205.28564599999999,0.0,374.384344,0.0,1902.972837,0.0,0.0,0.0,1778.3297149999999,144.027351,0.0,0.0,0.0,5170.088867,1
5420.830403,12,0.9410290000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.68078,0.0,2332.68078,1
1610.82591,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1489.262043,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6375.406235,12,85.335761,1957.1757350000003,0.0,0.0,0.0,43.934261,705.336078,0.0,0.0,0.0,378.985921,770.741681,33.879073999999996,0.0,1232.742518,5122.795268,1
273.35929,12,11.142868,65.744989,439.697592,0.0,0.0,0.0,268.145903,0.0,0.0,0.0,189.383308,0.0,0.0,0.0,1118.749227,2081.721019,1
1772.055973,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4627.53688,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2819.609789,12,87.599722,0.0,165.22198500000002,0.0,2223.409968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.863552,0.0,0.0,2565.495505,1
4036.240106,12,4.843647,72.558223,0.0,0.0,0.0,0.0,1093.759404,0.0,0.0,0.0,644.445212,0.0,0.0,0.0,0.0,1810.762839,0
5435.932688,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7378.247176000001,12,14.600904000000002,18.260458,0.0,0.0,0.0,0.0,310.746488,0.0,0.0,0.0,228.80687200000003,0.0,0.0,0.0,0.0,557.813818,0
3816.161648,12,12.603415,0.0,0.0,0.0,264.261325,0.0,0.0,0.0,0.0,0.0,0.0,11057.2514,0.0,0.0,0.0,11321.51273,1
713.917975,12,120.432731,626.156029,4469.987325,0.0,0.0,2623.710827,3028.85845,0.0,0.0,2040.9528109999999,1828.656746,0.0,0.0,3286.204195,2114.911275,20019.43766,1
1366.486079,12,8.712417,104.062216,0.0,0.0,0.0,0.0,423.334649,0.0,0.0,0.0,94.078597,0.0,0.0,0.0,0.0,621.475462,0
148.22218,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1367.709195,12,43.992929,37.854493,48.173926,0.0,0.0,0.0,982.6475449999999,0.0,0.0,0.0,127.37003500000002,55.931988,36.568802000000005,978.402427,0.0,2266.9492149999996,1
7222.0596,12,7.308855,0.0,0.0,0.0,0.0,0.0,317.918134,0.0,0.0,0.0,2225.71495,0.0,0.0,0.0,0.0,2543.633084,1
3153.8722829999997,12,20.044651,781.122075,1962.080535,0.0,0.0,0.0,191.27291599999998,0.0,0.0,0.0,62.471115000000005,1314.325802,0.0,227.716488,0.0,4538.988931,1
7790.753647,12,0.98974,0.0,0.0,0.0,4572.941546999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4572.941546999999,1
1945.009328,12,26.117139,411.55663,0.0,0.0,247.53906400000002,0.0,395.300077,0.0,0.0,0.0,119.222329,0.0,843.459232,0.0,581.54925,2598.626582,1
1093.976126,12,42.962281,0.0,0.0,0.0,0.0,525.338338,0.0,0.0,0.0,0.0,13.478696,0.0,30.970636,0.0,0.0,569.787669,0
1245.7924189999999,12,7.410794999999999,0.0,0.0,0.0,215.202445,1073.4713550000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.6738,0
6901.389176000001,12,2.984023,0.0,0.0,0.0,0.0,0.0,1528.805735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.805735,0
125.497895,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9717.578578,11,76.137711,622.349519,516.787503,0.0,1645.016949,0.0,3281.061654,0.0,0.0,829.067573,0.0,0.0,0.0,0.0,5420.581707,12314.86491,1
751.587887,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
116.384998,12,37.471167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.45421399999998,0.0,0.0,305.743388,101.735364,558.932967,0
1872.62021,12,43.291697,2723.9060010000003,0.0,0.0,0.0,33.113958000000004,1660.677919,0.0,0.0,81.958588,638.999366,61.665501,0.0,0.0,150.767754,5351.089086999999,1
6140.373233,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
464.120596,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1406.744365,12,5.44551,0.0,0.0,0.0,0.0,0.0,2387.47076,0.0,0.0,0.0,1888.176986,0.0,300.735484,0.0,0.0,4576.3832299999995,1
691.24734,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
313.137719,12,85.566295,239.44226600000002,47.902806,0.0,0.0,0.0,318.538619,27.418515999999997,0.0,0.0,477.810666,1129.439752,0.0,686.743926,0.0,2927.2965510000004,1
3639.652005,12,13.797618,0.0,666.394661,0.0,0.0,0.0,1107.447764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.8424260000002,0
1951.188213,12,2.853455,0.0,0.0,0.0,0.0,0.0,1114.0092140000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0092140000002,0
1440.4818619999999,12,50.659056,233.463254,0.0,0.0,190.970724,31.355817,510.17963899999995,0.0,0.0,0.0,488.007266,0.0,62.118797,0.0,0.0,1516.0954980000001,0
11900.463259999999,12,171.818421,651.881255,194.286676,54.800718999999994,0.0,69.00468000000001,1604.685489,0.0,0.0,0.0,2587.2276079999997,0.0,412.060627,95.203078,1014.4076550000001,6683.557786,1
4181.313851,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
788.256974,12,26.018371,690.2773440000001,352.281887,0.0,0.0,0.0,1887.964697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.523928,1
5484.16106,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6780.118243000001,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5658.634492,12,2.995316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428.616453,0.0,0.0,0.0,2428.616453,1
3339.088166,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6255.889329,12,60.10287099999999,237.51665899999998,0.0,0.0,0.0,0.0,817.569465,0.0,0.0,0.0,448.42383099999995,200.50011999999998,539.7515980000001,0.0,0.0,2243.761673,1
9285.379079999999,12,23.746954000000002,0.0,0.0,0.0,39.104274,0.0,62.938391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.042664,0
1964.267059,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6832.253489,12,27.610440999999998,0.0,3855.667039,0.0,0.0,0.0,1879.3596579999999,0.0,0.0,0.0,2227.212352,0.0,0.0,0.0,0.0,7962.239049,1
223.41006600000003,12,86.009699,0.0,1306.3808689999998,0.0,0.0,0.0,5.73959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.1204599999999,0
5939.274314,12,0.921891,0.0,0.0,0.0,0.0,0.0,4584.773768999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584.773768999999,1
1220.794331,12,62.766206999999994,0.0,148.475134,0.0,125.87615500000001,0.0,336.100186,0.0,0.0,0.0,24.622871,0.0,63.970564,478.95859299999995,0.0,1178.003503,0
6651.489394,12,42.473864,64.912132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.62035099999997,143.18225900000002,0.0,0.0,0.0,444.714742,0
1617.661217,11,103.384415,0.0,2171.959696,0.0,1392.891534,1978.294566,758.249505,0.0,0.0,226.45009,2103.712266,302.929307,1508.201532,2263.74639,2974.5665510000003,15681.00144,1
4188.593149,12,15.942310999999998,148.150151,0.0,0.0,0.0,0.0,442.155534,0.0,655.079283,0.0,0.0,0.0,0.0,0.0,0.0,1245.384968,0
217.83408799999998,12,43.581716,0.0,247.14439500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.766626,0.0,950.9110199999999,0
845.069927,12,2.794753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.442937,1057.702759,0.0,1208.145696,0
11543.891029999999,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7005.948675,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5937.686712,12,44.322376,0.0,1359.647258,0.0,355.649785,724.724638,42.71597,0.0,0.0,0.0,491.75855099999995,65.499424,111.163471,330.962653,0.0,3482.12175,1
1775.177089,12,2.963867,0.0,711.284439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.284439,0
4787.170554,8,8.665789,0.0,0.0,0.0,0.0,0.0,4388.739436,0.0,0.0,0.0,1291.349659,2834.6871960000003,930.4304070000001,0.0,0.0,9445.206698,0
1099.855757,12,16.38476,0.0,2216.513441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.513441,1
7697.850178,12,11.692371000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9357.444373999999,0.0,9357.444373999999,1
92.704436,10,3.7904949999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.331461,1161.331461,0
500.081179,9,10.687467999999999,469.567357,497.00541799999996,0.0,0.0,0.0,353.860202,0.0,0.0,0.0,2442.204899,0.0,0.0,0.0,0.0,3762.637876,0
1355.018853,12,5.652153,0.0,0.0,0.0,400.05356800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.196306,688.2498730000001,0
3827.7067460000003,12,3.87344,0.0,0.0,0.0,626.662007,0.0,0.0,0.0,0.0,0.0,109.21224099999999,0.0,0.0,0.0,0.0,735.8742480000001,0
2151.276357,12,13.123614000000002,0.0,0.0,0.0,0.0,0.0,232.23733700000003,0.0,0.0,0.0,0.0,53.249147,1085.703983,0.0,0.0,1371.190468,0
6623.422998,12,48.431256,267.96861,1370.656042,0.0,0.0,0.0,663.91097,0.0,0.0,0.0,324.647573,201.94468600000002,244.62400499999998,0.0,0.0,3073.751886,1
1853.346718,7,37.058802,57.569977,504.689454,0.0,1192.395373,0.0,114.622206,0.0,0.0,81.12824599999999,1694.0493210000002,436.537319,0.0,0.0,0.0,4080.991897,0
138.335612,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1465.3827019999999,11,0.915125,2324.239214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.239214,1
3864.973649,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2330.925761,12,5.432881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.422282,2840.422282,1
1365.529832,12,1.9458970000000002,0.0,780.59347,0.0,460.907013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.500482,0
671.224912,12,34.374202000000004,367.604784,0.0,0.0,132.87261999999998,0.0,846.5127769999999,0.0,0.0,0.0,365.84128799999996,0.0,0.0,1486.66144,162.307415,3361.8003240000003,1
4289.671346,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1353.38823,12,22.96528,326.445597,0.0,0.0,0.0,0.0,184.100155,0.0,0.0,0.0,0.0,87.34723000000001,0.0,0.0,0.0,597.892983,0
2846.600844,12,14.941685999999999,425.72978600000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.407859,0.0,0.0,53.638505,48.487524,508.959146,1411.222821,0
1666.9122830000001,12,12.702739999999999,41.737704,0.0,0.0,43.183899,0.0,0.0,0.0,0.0,0.0,415.855005,0.0,0.0,0.0,233.62356699999998,734.400174,0
3018.570416,12,252.162375,786.530956,1129.607542,0.0,0.0,72.253831,1602.427467,0.0,0.0,36.373533,4356.226527000001,378.275479,2380.739395,630.690557,422.127607,11795.25289,1
4367.618404999999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7430.394545,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
564.628133,12,192.351205,155.29254699999998,0.0,0.0,0.0,0.0,1813.081619,0.0,0.0,0.0,0.0,0.0,23.034765,289.584519,189.613953,2470.607403,1
1923.1864309999999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10049.09165,12,7.338152,0.0,3532.5591600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3532.5591600000002,1
755.934005,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
326.963297,7,28.219375,847.848342,0.0,0.0,0.0,277.510381,232.979735,0.0,0.0,0.0,0.0,0.0,52.192083000000004,0.0,0.0,1410.53054,0
362.169765,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1871.6305079999997,11,43.166203,73.171922,1213.259269,0.0,0.0,0.0,943.7922050000001,0.0,0.0,0.0,1057.478079,0.0,0.0,319.401509,0.0,3607.1029829999998,1
1655.8520130000002,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1987.1584890000001,12,54.91194599999999,0.0,1669.543255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.543255,0
6164.416901,12,7.976656,0.0,0.0,0.0,0.0,0.0,397.889192,0.0,0.0,0.0,0.0,0.0,0.0,1978.993704,1349.363154,3726.2460490000003,1
6038.2763509999995,12,0.990158,0.0,0.0,0.0,5898.3492289999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5898.3492289999995,1
887.0010570000001,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5869.790446,12,4.6939400000000004,1260.403246,0.0,0.0,0.0,0.0,2254.601448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515.004695,1
872.646211,12,142.89976299999998,237.053755,537.24009,0.0,441.97581399999996,129.876947,211.251968,0.0,0.0,0.0,2035.800962,853.668143,19.610706,0.0,0.0,4466.478383,1
1753.2089429999999,12,10.909331,0.0,0.0,0.0,596.134605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.134605,0
2207.7474780000002,12,44.866621,0.0,84.772719,0.0,0.0,0.0,21.160104,0.0,0.0,2790.9553,0.0,24.711787,0.0,0.0,93.529863,3015.129773,1
908.0604060000001,12,12.042748,0.0,127.961091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3296.611849,0.0,3424.57294,1
1560.183303,12,41.614164,128.973727,115.333751,0.0,0.0,0.0,1690.3835609999999,0.0,0.0,0.0,1035.771362,0.0,409.223541,0.0,0.0,3379.685942,1
3391.143189,12,76.537834,51.243875,79.45096600000001,0.0,0.0,0.0,707.0421759999999,0.0,0.0,105.969302,688.809658,59.776602000000004,325.12188,327.488252,0.0,2344.9027109999997,1
254.41172000000003,12,8.435686,170.82214199999999,0.0,0.0,0.0,0.0,103.64278,0.0,0.0,0.0,0.0,1173.521972,15.631374,0.0,0.0,1463.618268,0
1660.775284,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2694.103897,7,5.705571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.169857,0.0,0.0,0.0,0.0,0.0,2132.169857,0
675.621935,12,1.950245,0.0,422.467491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.467491,0
2840.4939449999997,12,24.946604999999998,0.0,60.348893000000004,0.0,0.0,0.0,113.047526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.39641899999998,0
1489.239108,12,34.579858,531.150403,14.100353,0.0,0.0,0.0,133.541251,0.0,0.0,0.0,419.781736,0.0,205.174417,0.0,0.0,1303.748161,0
240.831653,12,21.948414,0.0,0.0,0.0,0.0,0.0,522.056898,0.0,0.0,0.0,0.0,0.0,0.0,662.36761,0.0,1184.424508,0
6885.639623,12,10.335512,771.5714,0.0,0.0,0.0,0.0,1316.9614880000001,0.0,0.0,0.0,0.0,0.0,184.8616,0.0,0.0,2273.394488,1
2526.137563,12,31.021682000000002,341.79579900000004,0.0,0.0,0.0,0.0,594.892705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.688504,0
1075.122666,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2597.368026,10,8.538771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.637288,0.0,0.0,2815.637288,0
